,Learner's transcript,Sentimental Label,Label By Word,Words
1675,"I know that constant struggle, but you know offers tools to help help you formulate a plan and they offer a lot of flexibility with your work schedule. We could formulate a plan to",Neutral,Positive,{'constant'}
1676,"Yeah, I think you know we can come up with a flexible work schedule and I suggest trying to decide like a key time when you would have time available for work scheduling your work deliver pools in the assignments around that perhaps wage and you could either have a nanny in or your spouse can help with the childcare duties in the off time.",Neutral,Positive,{'up'}
1677,"Orion absolutely. We can do that and we can do that together. I'm here to help you with that. And the one thing that we want to focus on is that there's flexibility even in the hours change that's going to help. The other thing that we can do is we can look at other people's schedules that are on the team and see if we can find people that are able to manage some portions of the project when you're not able to now takes the stress off of you and also during the time that you're able to work. It's going to help you be focused and complete things that another team member that has started there by your working together for the the common goal. But yes, I'm here to help you with this 100%",Neutral,Negative,{'not'}
1678,Adopting a work schedule is a great idea. And I think we can absolutely work together to figure that out. What do you think? So on my side? I think it would make sense to cross communicate to me that the days and times that you plan to be working. And then maybe we can come up with an emergency plan as well. So what to do if let's say you're offline. I really really need you. What do you think about that solution?,Neutral,Positive,"{'up', 'absolutely', 'well', 'great', 'idea'}"
1679,"Absolutely. I definitely think that we can do something to help meet your objectives and your needs but we will need to set some ground rules. So while we can be definitely flexible on the work Arrangement if I do have immediate client needs or deadlines. I'm going to need you to you know, step up and step in but you know generally speaking we can talk about flexing your time. So let's talk about what might work for you. Can you give me some insight there?",Neutral,Positive,"{'absolutely', 'up'}"
1680,Absolutely. I definitely think that we can work something out. We definitely want to be as flexible as we can to help. You meet your needs. It's a challenging time. It's a challenging environment and we certainly want to be understanding of that. So what can we do to help you meet your objectives and address your needs?,Neutral,Positive,{'absolutely'}
1681,"Of course Ryan, you know the deadlines for this project are really really tight. So what we're going to want to do is take a look at the time frame and see how we can blend it with your schedule at home. So that your meeting the deadlines. Let's talk a little bit more and see what we can put together so that we can be successful.",Neutral,Positive,{'successful'}
1682,"Certainly here to support you in anything that you need. We have to meet the deadlines. I'm here to work with you on what we can do maybe structuring time perhaps, you know, when the little ones are resting in bed or out playing in the park with your spouse, but let's get through this together and see if we can't work it out.",Neutral,Neutral,
1683,Ryan we can definitely Flex the work schedule what I'd like to set up are some guidelines around what what you're going to be capable of delivering and what we can expect to do to make sure that the project is successful for the the client and for us internally.,Neutral,Positive,"{'successful', 'up'}"
1684,Ryan we can definitely Flex the work schedule what I need to understand is what are some what are some baseline assumptions of how to do that? What what's the expectation in terms of hours that would let you be able to handle your situation at home and Thursday is give us enough time to build into the schedule so that the project itself is successful.,Neutral,Positive,{'successful'}
1685,Ryan I think that what we could do is adapt I think when we have to think about is when we're adapting the work schedule how that's going to affect the overall project. I think what we need to do is we need to just come up with some some concrete ways of addressing this given that it's just not enough time. We could potentially pull in another resource that you could work with to help make sure that we're getting the the the work done in a timely manner if you're just running out of hours.,Neutral,Negative,{'not'}
1686,"That's a very good suggestion Ryan. We have other individuals on the teams that we could probably work with where we can adapt to your schedule perhaps if everyone is working on the same engagement, perhaps we work together to figure out how we can you know share in the workload so that we can help you succeed and make the expectations of the engagement.",Neutral,Positive,{'good'}
1687,Right and thank you for being open to looking at possibilities to help you resolve the situation that you're experiencing. How about have you ever thought about coming up with a plan where you can flex your work schedule so you can effectively handle your child care duties and then set aside some time for that and then potentially focusing on work at a different time. If you have arrived at a plan like that cat leash I would recommend sharing it with your supervisor and agreeing to that page then be disciplined enough to follow this new approach to see if that helps you resolve the situation.,Neutral,Positive,"{'open', 'right', 'up'}"
1688,"Yes, Ryan, I think a flex schedule is certainly possible. What I'd like to do is try to figure out you know, what we're set expectations around off what will be needed to get the job done. But also at the same time I want to be able to provide solutions that will allow you to be able to manage your personal schedule with your family. So, yeah, let's sit down and talk about it.",Neutral,Positive,{'yes'}
1689,"Yes, right. I think that's something that we can certainly help you with. Maybe we need to sit down and figure out you know, what's the best schedule that works for you? I would suggest maybe you know setting you know, either later work hours or maybe starting your day a little bit earlier so that you can complete your work and you have the time to tend to suck your family and that should be should should allow you, you know to get everything you need to get done for from a work standpoint.",Neutral,Positive,"{'right', 'yes'}"
1690,"let's figure out a way to flexibly change your schedule so that you can meet your home obligations work obligations set some ground rules about Times that we shouldn't bother you, etcetera to figure out what makes the most sense.",Neutral,Neutral,
1691,Let's think about flexible ways to. Adjust your schedule so that you can meet what you need to do at home and then also at all so in the workplace.,Neutral,Neutral,
1692,"I completely understand where you're coming from and I am here to help you. We have some great flexible work Arrangements you want as well as some day care assisted programs had reached out to ey assist to see if there are any things have available and then in regards to a flexible work Arrangement, what type of hours may work for you? Is there a schedule you have in my name?",Neutral,Positive,"{'great', 'well'}"
1693,There is no problem being flexible. We can definitely work with your schedule. I guess it's just important for us to set some guidelines up front in terms of determining what's feasible. And when we think we could reasonably get through the work that you've been assigned in order to make sure that everything is continuing to move along while taking into account everything that you are doing in your personal life and all the other things you have going on.,Neutral,Negative,{'no'}
1694,"Sure, we can definitely be flexible. But I think it is important to keep in mind are specific deadlines. Maybe what would be helpful is we can catch up and we can talk through specific priority assignments. And when we need to have each of them done and then that can help a little bit with managing your workload and your schedule.",Neutral,Positive,{'up'}
1695,"Brian there is no problem, you know working on flexing your scheduled. Let's put some set some clear expectations about you know, what is expected of you off and then we can also determine maybe what opportunities would be available for you to flex your schedule and still meet the client deadlines of our in our internal needs.",Neutral,Negative,{'no'}
1696,"Things right? Well, you know we have to meet the deadline. So we have to figure out how we balance this work-life balance, you know, are there ways that you could maybe flex your schedule a little bit, you know around your kids schedule so that you know, you can still meet your deadlines but also, you know meet meet your family needs to be how would that work out for you?",Neutral,Positive,"{'right', 'well'}"
1697,"Hi, Ron, I understand that you want to look at balancing the work schedule. I think it is important that we set the expectations up front in terms of is as long as possible. I think it's important for you to realize and understand. Is it even possible to begin with have you considered speaking to the engagement manager and see what happens if they say? No, what will you do then?",Neutral,Negative,{'no'}
1698,I understand that you want to look at balancing the work schedule just giving your current situation at home and that's understandable. Have you considered speaking to an agent manager on the account?,Neutral,Positive,{'giving'}
1699,"Hi Ryan, there is no problem Flex being flexible. So we need to set some guidelines around that help me understand your schedule a little more off so that I can outline what's expected and we can make sure you are successful as well as the as as well as the team meeting the deadlines.",Neutral,Negative,{'no'}
1700,Thank you for your suggestion. Can you help me understand your schedule? Maybe we can work something out to help you and also us on the team to help our client. I think we can find other ways as well to be flexible. Thank you.,Neutral,Positive,{'well'}
1701,"Yeah, Ryan, I think that's a great idea and see why definitely supports that kind of flexibility something to consider is how you can change your work hours and they you know, what the expectations of your team are and seeing if you can find a good balance between the two.",Neutral,Positive,"{'great', 'kind', 'good', 'idea'}"
1702,"Yeah, Ryan u y offers a ton of different options when it comes to flexibility and we definitely want to support you. What are your ideas?",Neutral,Neutral,
1703,I think we could make that work if we're able to establish ground rules and ensure that everything goes okay would be fine.,Neutral,Positive,"{'fine', 'okay'}"
1704,"But that's a great idea. And I think if we are able to establish ground rules and make sure that you know, if you're deciding to log on later at night or early in the morning wage, make sure you at least communicate that to the team that we could probably make that work.",Neutral,Positive,"{'great', 'idea'}"
1705,I think that's a great idea. We probably can't address the deadlines because those are set by the client but we definitely can try to adapt working schedule wage. Do you think that if you're able to get on earlier in the morning or log on later at night something like that? That would work. I think if we're able to establish some ground rules off and make sure that we stick to them then that would probably be the best course of action.,Neutral,Positive,"{'great', 'action', 'idea'}"
1706,"I think that's a great idea and you know, though that deadlines probably can't be set by the client.",Neutral,Positive,"{'great', 'idea'}"
1707,"I think that's a great idea. I think for us the deadlines are things that since they're sent by the client. We probably can't address those. But in order to meet those deadlines, I think we definitely can work with you to adjust your working schedule. Perhaps it would might work is if you're able to walk maybe work earlier in the mornings and then take a longer break during the middle of the day or maybe you can walk on after the kids go to sleep that sort of thing. I thought of any other similar ideas.",Neutral,Positive,"{'great', 'idea'}"
1708,"Thanks Ryan for proposing a solution to your situation. So that both the client team and your expectations are met let's further explore exactly what you mean by, you know, adapting the work schedule. I just want to outline clearly that we have deadlines to meet for the client for the project so that we stay on on track. So let's first explore what that means in terms of having a more flexible work schedule after we come to a consensus than let's make sure that we gain clear understanding in the page it on what the expectations are moving forward.",Neutral,Negative,{'mean'}
1709,"Brian thanks for providing that suggestion for adapting the work schedule. It sounds like you are seeking some flexibility in your work so that can accommodate your your child care situation. However, we are looking to make sure that we meet those deadlines for the client Bots that we can stay on track and within budget but let's explore more about what you are doing to what's impacting your work schedule and in terms of timing and explore ways in which we can adjust and accommodate your work schedule to make sure that we meet these deadlines on time.",Neutral,Neutral,
1710,"I think it's great that you are coming up with a solution Ryan. That's great. And I think a flexible work schedule could absolutely work. I think we'll have you talked to your engagement team about this and you know, I think I could also connect you with some folks who've done a flexible work schedule so that you can get the resources that you need to be able to get your work done.",Neutral,Positive,"{'absolutely', 'great', 'up'}"
1711,"I think that flexibility is definitely one of the things that we pride ourselves on here at ey, I think that adapting the work schedule. Especially if if if that works with your team and your client, I think the team can definitely meet with them and see if they can work with you to to flex your flex your work schedule so you can work around when you need to take care of your child and other other commitments and still meet your deliverables.",Neutral,Positive,{'one'}
1712,We can absolutely look at adapting your work schedule. Why don't we do this? You let me know what will work for you. What what kind of schedule will give you enough effects ability to be able to balance both and then we will set some guidelines to make sure that we're meeting all the expectations in the times that you need to be meeting.,Neutral,Positive,"{'absolutely', 'kind'}"
1713,We can absolutely work to adapt your work schedule and figure out what works best for you. Is it having certain times of the day that you need time off to be able to attend to your children and working maybe some hours at night after your children go to bed. Why don't we work towards what that schedule could look like. Maybe you could get something for us and we could review it.,Neutral,Positive,"{'absolutely', 'certain'}"
1714,There's no problem flexing the work schedule. Let's set some guidelines. That way we can have a clear understanding of what's expected of you and when while making sure that we are flexible around your work schedule.,Neutral,Negative,{'no'}
1715,I think that's a great suggestion and it's something we should talk about further. I want to make sure that we're on the same page and that we can absolutely Flex the work schedule that need to make sure that our team is meeting all of our internal deadlines.,Neutral,Positive,"{'absolutely', 'great'}"
1716,I think that's a great suggestion and I think it's something we should talk further about. What do you think would make the most sense in terms of your schedule that way then we can figure out what makes sense need for your schedule while also maintaining our internal deadlines and making sure that we're executing on time.,Neutral,Positive,{'great'}
1717,I think that's a great suggestion and I think that's something that we should explore further. What do you think would make the most sense in terms of your work schedule?,Neutral,Positive,{'great'}
1718,"Sure. Not a problem flexing your schedule as much as possible. So you meet your goals. First of all, I'd like to set up guidelines here. I would like to have the update from you on your schedule and I will outline what is possible. And when in this way we will be sure that you are successful is your engagement and your goals off until so we meet expectations and meet our commitment with engagement. So 8 p.m. To discuss all steps together and we can find solution.",Neutral,Negative,{'not'}
1719,"Here, I'm sure it's totally not not a problem here. We can work together to flex your schedule as much as possible. First of all, let's set an expectation hear from you. I would like to have stability video schedule so I can work on time line and see what we can move and so in this way, we will be sure that you are successful and media goes until so we moving with our engagement meet our commitments.",Neutral,Negative,{'not'}
1720,"Sure, totally not a problem and we can work together on this. First of all, let's set a guideline here. I would like to see what's possible with your schedule so I can outline what is possible to shift. And when in that way we can be sure that you are successful and also, we meet our commitments and meet deadlines his engagement.",Neutral,Negative,{'not'}
1721,"Sure, it's totally not a problem to work on your schedule and modify as much as possible. Let's set the guideline here. So I would liketo have from you your schedule and what is possibility to shift so I can outline what we can move and shift and when. in this way we can make sure that you are successful and we are making our commitments",Neutral,Negative,{'not'}
1722,"Sure, it's totally not a problem to work on your schedule and flex as much as possible. Let's set the guideline here. So I would like them to have from you your schedule and possibility and so I cannot line what is possible to shift. And when in this case off will expect that you perform well and meet your goals and tell so we expected deadlines will be met home.",Neutral,Negative,{'not'}
1723,"Faron sure, we totally can work on your schedule and flex as much as possible. Let's set get line here. I have them know what's your schedule and possibility and so I can outline what is possible to shift? And when in this way we can be that room that you perform well and you meet your goals and also we meet deadlines with your engagement.",Neutral,Positive,{'well'}
1724,"Here, I'm sure we definitely can work on your schedule and flexing its as much as possible. Let's set guideline here. Need to understand what say your availability was your schedule and how it looks like so I can outline what is possible anywhere so we can meet your goals and work on your performance and they also meet commitment.",Neutral,Neutral,
1725,"Sharon sure, I totally support your flexibility and we can work together on this as a baseline. I just need to understand your possibility and schedule so I can outline what to expect and when so we can match your schedule and timeline and deadlines on your engagement. Just want to be sure you meet your goals and perform well wage. Also we meet our expectation on engagement and meet our deadlines.",Neutral,Positive,{'well'}
1726,"Here I am sure we can work with your schedule and adapted as much as possible so we can work together on this. First of all, just a great line. So I just need to understand your overall schedule so I can check it and see how it fits in our timeline and cross the line of his our deadlines. Just want to be sure you meet your goals and you perform well, and they also we may meet our commitments.",Neutral,Positive,"{'great', 'well'}"
1727,"Here I am totally understand and it's really mm possible to reschedule your time. So first of all, let's set a deadline. I just don't understand what's your possibility on with your schedule so I can outline your outline what is possible and when and in this case, we'll be sure that you will be successful and meet your goals and the same time we'll meet our commitments.",Neutral,Positive,{'successful'}
1728,"Here I am totally not a problem to reschedule your time. So let's set some great lines. First of all, I need to understand what's your disability with your schedule so I can outline what's possible? And when in this case we offer will be sure that you will be successful and also will meet our internal commitment.",Neutral,Negative,{'not'}
1729,"Sure, there is totally not a problem to adapt to your work schedule the best line. So I just need to understand what your schedule and see what's your expectation from your personal time so I can try to fit in your engagement and understand how we can meet your goals and how we can meet our goals on your own engagement so we can work together.",Neutral,Negative,{'not'}
1730,"Here, I mean, it's totally not a problem to the work on the schedule and find solution how we can balance your work life time. So first of all, I just want to understand what's your personal time expectation so we can work together on your home network engagement and how we we can meet your goals and our internal deadlines so we can find perfect balance between your personal time and work.",Neutral,Negative,"{'mean', 'not'}"
1731,"Here, I'm sure we can work on board schedule and your schedule a personal time. So I suggest you so you can prepare your bath some some free time when we expect to have free time during during the day so we can work on our schedule. We can also describes his client deadline so we can push back modify it and I think we can we can find Solution on your time and walk-ins. So I suggest you to focus on this and also I also suggest you to offer. What do you expect from free time and off?Work time and and when you want to feed your personal time.",Neutral,Positive,{'free'}
1732,Here I'm so we can start working on your schedule trying will try to find flexibility in engagement and off-balance so we can work on your timeline and deadlines on your engagement. We can move around and move hours push back some timing so you can find the optimal balance in your work life. time,Neutral,Neutral,
1733,"right, so I'm totally understand on your schedule and You're the lines. So first of all, we can. Try to understand what the lines on your engagement second. What's your life goals third trying to find solution off on your schedule for to meet your deadlines on engagement and also to meet your goal or goals in personal life so she can work together and we should try it to find Solutions.",Neutral,Positive,{'right'}
1734,"I'm totally understand. So, of course we can work on schedule just to to get the balance between work and life so we can discuss timeline discuss goals and deadlines for your engagement get feedback from lead managers office and trying to find Solution on your goals on your life and work balance.",Neutral,Neutral,
1735,I understand so we can work on your engagement just understand. What's your goals what the deadlines birth and who's your Fleet managers and what the expectation from you so we can start collecting feedbacks from them just walk understand what's overall time line and we can solve it together.,Neutral,Neutral,
1736,What's going on? What do you think?,Neutral,Neutral,
1737,"Thanks, Ryan Yes, we may be able to shift some things around but I just want to set up some ground rules here. We need to make sure that you let us know in advance when you think you might be busiest or what you think a good work-life balance for you is so that you meet all of your home obligations and took the team can meet all of the work obligations.",Neutral,Positive,"{'up', 'yes', 'good'}"
1738,"Thanks, Ryan. Yes, we can definitely work in a flex schedule to make sure that all the responsibilities are covered. It is important that you know, what needs to be done and you make sure you let other co-workers who are coming in for you know, what needs to be done as well. So they'll work gets done in time. We may be able get some people to cover your shift or your responsibilities for the time being.",Neutral,Positive,"{'well', 'yes'}"
1739,"Hi rent, that is a great idea. We may be able to ship some things around and get some colleagues to help you out. The most important thing is for you to communicate with us on particular days that might be harder or in advance when you need someone to cover your responsibilities for you.",Neutral,Positive,"{'great', 'idea'}"
1740,"Ryan definitely. Yes, we can we can work with you on the schedule. And do you have a preference? Is there something that would work best for you? And then we can try to figure out a schedule and figure out what the expectations are so you can still meet the deadlines.",Neutral,Positive,{'yes'}
1741,"Yes, definitely Ryan. I think that is doable. We should set up some time to discuss the expectations so you can still meet the the deadlines for the engagement.",Neutral,Positive,"{'up', 'yes'}"
1742,"I was coming to that point maybe we can reschedule and we can shuffle your schedule a little bit. So if you can give us like the Arts or the that you would like to go offline, for example, if you want to go off line between 1 to 3:00 right took care of your kids and family members, right? So maybe we can find some other replacement who can help you out and you can work on your behalf and you can take those two hours as a combo and later on you can cover those ours right maybe over the weekend or after 5:00 or 6 a.m. Right if you are comfortable, right? So the old goal is the overall the project line should not be impacted.",Neutral,Negative,"{'old', 'not'}"
1743,"Yes, we absolutely can flex your work schedule to help you be successful in meeting your deadlines. Let's take a few minutes though. And and think about exactly what accommodations you're asking for and how long what the expectations are for your work so that we're both on the same page.",Neutral,Positive,"{'absolutely', 'successful', 'yes'}"
1744,"Yes, we can adapt your work schedule if it will help you to meet your deadlines. How do you see that working?",Neutral,Positive,{'yes'}
1745,Have you spoken to your talent Consulting? We do offer flexible work arrangements and other sorts of benefits that might fit your particular situation.,Neutral,Neutral,
1746,"Yes, we could do something to how we can tackle the situation and develop and expectations with with with with your schedule and also communicating this this this type of arrangement you have currently with your team. And from there on we can discuss on how we can support you and your team can support you offer in terms of managing and balancing your work and and your and your commitment at home.",Neutral,Positive,{'yes'}
1747,Thank you for coming in and asking me for help. I know that we can look at the firm's resources for working flexibly. We will have to manage expectations. I'll have to build with understand when you can work and have that fits with what the engagement team needs. But the firm encourages flexibility and so I'm sure that we can find a solution that works together.,Neutral,Neutral,
1748,I think that a flexible work Arrangement is definitely an option here. We should set out what the parameters of that would look like wage permissible according to the firm and what would work well with your schedule at home and your work commitments and your family commitment. So I think we just need to so that you can have personal success and the engagement can move forward successfully as well. So let's talk about that more.,Neutral,Positive,"{'well', 'success'}"
1749,It sounds like we're thinking about the same things and that you're on the right path. I think that exploring a flexible or adaptive work Arrangement wage would really help in the situations of it. You'll be able to meet your work deadlines while still giving your family the attention that it needs as well. Let's figure out a way to show me find the best flexible work arrangements for you.,Neutral,Positive,"{'right', 'giving', 'well'}"
1750,"Thanks, Ryan. I think it's going to be important for you to focus on and acknowledge and know the deadlines and how you can work towards those those deadlines. It's going to be important for you to support the team attend our scheduled meetings and meet the deadlines of our tasks and you can always ask help from the other team members wage and provide support when you can this way. You can balance your and flex your time, but also meet the deadlines. Thank you.",Neutral,Neutral,
1751,"Thanks Ryan. As long as you can keep the deadlines and meet the deadlines, whatever you do to manage. Your work schedule is going to be great. So we can provide you some support. But as long as you can meet the deadlines of this initiative, I think we will be in good shape. You can Catholics your time. However, you want in between those deadlines. Thank you.",Neutral,Positive,"{'great', 'good'}"
1752,"Yes, we can definitely work on adapting your schedule for something that will work for you moving forward though. Once we do that, I just want to make sure that we have those off that schedule clear and that you can move forward with it and go ahead and meet your client expectations and carry the work that you're supposed to be doing.",Neutral,Positive,"{'moving', 'yes'}"
1753,Absolutely Ryan. I can certainly look for ways for we can adapt your schedule in order to better help you out. So what I'd be looking for you to do is I can give you some specifics as to what your you what would work for you and this way we can go ahead and approve those and make sure that moving forward that allow you to get the work done that you need to get done.,Neutral,Positive,"{'absolutely', 'moving', 'approve'}"
1754,"I'm glad that you're looking for ways to help. Potentially resolve this situation and yeah, I could definitely see some opportunities for us to see what we can do to change our schedule to something. That would be more helpful to you.",Neutral,Neutral,
1755,"We can certainly flex your schedule Ryan and we want to make sure you can take care of your balance home and work. Our expectation is that you keep your commitments to the job and to the team and that you work a forty-hour week off. And there are ground rules about certain hours when you will be available to the team. But within those ground rules, there's room for some flexibility. What ideas do you have?",Neutral,Positive,{'certain'}
1756,"We can certainly flex your work schedule. Our expectation is that you will commit fulfill your commitments to the project wage and keep your commitments to the team members while also working a full-time week. However, we are committed to be finding ways to help you flex your schedule as appropriate so that you can take care of your home life as well.",Neutral,Positive,{'well'}
1757,We can certainly adapt your schedule and I think it's important to do that in a way that you still get your work done. Of course. Our expectation is that you fulfill your commitments to your teeth into your team-mates into the project at the same time. I think that we can allow for some flexibility in your work schedule so that you can take care of your home and family life at the same time. Would that work for you? What other ideas do you have?,Neutral,Neutral,
1758,We can certainly adapt your work schedule and I encourage you to think about how you can do that so that you still get your work done. Hm.,Neutral,Neutral,
1759,Definitely Ryan arranging for flexible working schedule something we can do. What are we go ahead and outline some expectations for yourself based on what works for your your schedule that way we can arrange for making sure that you're meeting your all the expectations.,Neutral,Neutral,
1760,"definitely Ryan So the expectation from your teammates is that all the work gets finished in time, right? So what can you do in order to make sure that you are? Finishing your projects in time. One thing you can do is set goals daily goals for yourself. Be flexible with your schedule. So that on a daily basis you're attaining those goals.",Neutral,Positive,"{'right', 'one'}"
1761,"Hey Ryan, of course, we can easily adapt the work schedule. We really just need to put some guidelines and boundaries in place. Tell me what do you suggest?",Neutral,Neutral,
1762,Absolutely. I am totally committed to making sure you have the flexibility you need. How about you outline what you need to accomplish at home? And what is possible your schedule an outline the requirement of this project and we can see how to make both work?,Neutral,Positive,"{'absolutely', 'accomplish'}"
1763,Thanks for sharing with me. Absolutely. I want to work with you to find something that will work for you both at home and and Wilcox at work deadlines. What do you think may work best with your schedule knowing your commitments at home?,Neutral,Positive,"{'absolutely', 'knowing'}"
1764,"Thank you for bringing that up. It's definitely a different and difficult situation for everyone with regards to adapting the work schedule. I think this is something that we should definitely raise up with the lead on the project and also your team members to see if they would be able to accommodate that change because it's really dependent on on the nature of the work off but rest assured we understand your difficulties with coping with this and we are fully supportive of you and you know, you're the care that you need to give to your family. So we will work together and figure out a solution it may take some time, but I'm guarantee we'll get to one stays.",Neutral,Positive,"{'one', 'up'}"
1765,"So Ryan, I think that's a great the great plan. I think that we can come up with ours that are flexible to pour you off. And if that means that you start the day a little earlier and need to take a break in the middle of the day to take care of your toddler and finish up later in the day. That's okay. Let's just communicate to everyone on the team what your schedule will be and I think we should set clear guidelines around project deliverables and off when you need to.",Neutral,Positive,"{'great', 'up', 'okay'}"
1766,I don't know Ryan. I'm kind of uneasy with that. This whole Flex schedule is got me a little worried. I feel like I can't really trust you with this. So I'm going to say no.,Neutral,Negative,{'no'}
1767,"Hi, Ryan, what did you think about the Red Sox game last night? I don't know. It's kind of weird looking at an empty Stadium but boy there pictures for where I'm fire.",Neutral,Positive,{'kind'}
1768,"No, Ryan, that's completely unacceptable. Be wise are very rigid firm, and we've got to work nine-to-five. If you can't make this happen. Maybe you need to start looking for another job.",Neutral,Negative,{'no'}
1769,"Hey Brian. Yeah, I think that's a great idea. I have no problem whatsoever adapting the work schedule if you I think the most important thing to consider here is setting expectations. So if you can think about this and get back to me with what you think your schedule can look like going forward. I can be clear with you about deadlines and deadlines that we still need to maintain to meet our clients expectations. Does that sound okay?",Neutral,Negative,{'no'}
1770,"Hey Ryan. Yes, we can absolutely do things along the lines of adapting the work schedule. I think the most important thing here is to just be very communicative about if and with deadlines might start to slip so that I can set or re Baseline expectations with the client, but I am totally fine and okay, if you wanna talk to, you know work during the off-hours so that you can make sure things at home are taken care of first.",Neutral,Positive,"{'absolutely', 'fine', 'okay', 'yes'}"
1771,Absolutely. I am definitely open to that. Let's talk together about what is possible on your schedule and what we need from the project and find a way for you to do it in the time that works for you.,Neutral,Positive,"{'absolutely', 'open'}"
1772,Absolutely definitely open to working with you on what is possible. I know for me. Sometimes I took a poll for me to work after my children go to bed. And so if that would be something that worked for you we could also just focus on different hours.,Neutral,Positive,"{'absolutely', 'open'}"
1773,"Yes, of course. That's possible. Let's look at how we adapt the schedule but make sure that we have guidelines in place to make sure that you still deliver quality work on time.",Neutral,Positive,"{'quality', 'yes'}"
1774,"Yes, of course. That's possible. Let's look at how we adapt this scheduled but make sure that you still deliver what you need to on time.",Neutral,Positive,{'yes'}
1775,"Sure, there's no problem flexing the work schedule.",Neutral,Negative,{'no'}
1776,Let's do let's adapt the work schedule and put in some guidelines that we can both work too.,Neutral,Neutral,
1777,"There's no problem flexing the work schedule to help you balance this let's set some guidelines. I would like to have a clear understanding of what is possible with your schedule and I can outline what is expected and when that way we can make sure you're successful and we meet our internal commitments
",Neutral,Negative,{'no'}
1778,There's no problem flexing the work schedule to help you balance this let's set some guidelines. I would like to have a clear understanding of what is possible with your schedule and I can outline what is expected and when that way we can make sure you're successful and we meet our internal condiments.,Neutral,Negative,{'no'}
1779,"Yeah, there's no problem adapting the work schedule. However, we need to clearly know. What is your schedule to make sure that we can adapt that to the the variables that we need to deliver to our customers.",Neutral,Negative,{'no'}
1780,"There's no problem flexing  the work schedule to help you balance this. Let’s set some guidelines. I would like to have a clear understanding of what is possible with your schedule and I can outline what is expected and when, that way we can make sure you are successful and we meet our internal commitments.",Neutral,Negative,{'no'}
1781,There's no problem flexing  the work schedule to help you balance this. Let’s set some guidelines. ,Neutral,Negative,{'no'}
1782,There's no problem flexing  the work schedule to help you balance this. Let’s set guidelines. ,Neutral,Negative,{'no'}
1783,There's no problem flexing  the work schedule to help you balance this. Let’s set some guidelines. ,Neutral,Negative,{'no'}
1784,"Let me think, I need to see what I can do with our senior manager, not sure it could work.",Neutral,Negative,{'not'}
1785,test,Neutral,Neutral,
1786,"I've got some ideas, but I'd also recommend going through ewise resources that you I work from home tips and the well-being tips. There's also covid-19 SharePoint site that's available that has some great information at a global level. So I'd be happy to jump on a call we can go through, you know, what questions you have and see what resources that are out there that align to those off if you want to grab time, or I can grab time for us to connect this week to go through it. And then I think it would be a great idea. If we continue to stay connected over the next few weeks, you know, just touch base see them both doing in a working environment if we found things that help work for one of us and maybe we can share that information and it might not be a bad idea to reach out to the rest of the team and see how their experiences going and what they're finding works for them.",Neutral,Negative,"{'bad', 'not'}"
1787,"Of course, I have some ideas on my side. I'd be happy to share with you. But I'd also recommend taking a look at you as well being tips specifically the working from home. They've got a document that outlines a number of different areas of concern and some just suggested approaches to better managing them. So why don't you take some time to review the content review the websites that are available I can send them to you via email after a call and then let's grab some time you next week to catch up and see how you're doing with the transition and we can continue to touch base each week as you feel needed, you know to step in and make sure that you're comfortable within your environment.",Neutral,Positive,"{'happy', 'well', 'up'}"
1788,So I would recommend using some of the resources available on the well-being SharePoint site specifically the working from home. Well being tips. It has a lot of different resources for different working from home concerns ranging from proster to establishing a working Zone to staying connected and establishing boundaries. I'd be happy to set up a call to jump on it and go through it with you or if you want to take some time to go through the material and then we can set up a touch-based. I'm at a later point maybe next week to go through and see what types of questions you've you've reviewed the material.,Neutral,Positive,"{'happy', 'well', 'up'}"
1789,"So what I would recommend is the ey working from home well beans tips. I think it's a great resource that covers a whole different slew of scenarios ranging from you know, work posture to establishing a working Zone boundaries and staying connected. I'd be happy to you know, set up a separate call jump on go through the website see what types of questions you have. And then from there, you know, if we need to find additional resources, we can always reach out to the talent consultant and see if they have any other suggestions.",Neutral,Positive,"{'up', 'happy', 'whole', 'well', 'great'}"
1790,I would recommend using the e y resources specifically the working from home well-being tips or the global covid-19 website both of those have a great great options for some different Creative Solutions. There's a number of check-ins communication establishing a work Zone scheduling routines different key areas that they've identified of helping Aid in the success of work from home environments.,Neutral,Positive,"{'well', 'great', 'success', 'creative'}"
1791,"So I found it really helpful to reach out to co-workers find out what's working. Well for them for me personally, you know, I'm someone who I've got to have a set space in my house that's dedicated get somewhere that I feel like is my office even though I'm not physically in the office. I would also recommend using the e y resources that are available to us that you I work from home has a great resources available. You can also you know any point reach out to your talent consultant with any concerns that you might have.",Neutral,Negative,{'not'}
1792,"We can show you you're doing great Ryan, you know, you're doing everything that we expect. I think this sounds like a good Next Step that you'll come back with how you're going to navigate this way. We can also use the UI guidelines. I can share those with you and we can set up some time to walk through it. I understand that you're under some pressure but you know will will work over this over the next three weeks and we'll make sure that we're all aligned and we're meeting expectations.",Neutral,Positive,"{'great', 'good', 'up'}"
1793,We can work through this and we can also Leverage The ey guidelines from working from home and then we can monitor this over the next three weeks and make sure that we're all aligned.,Neutral,Neutral,
1794,"Yeah, we can just use the Eli guidelines and those will help you and I can get back to you on other places to work on.",Neutral,Neutral,
